Sample	Inferred_sex	Median_depth_sex_scaffolds	Nreads	NreadsNormalizing	minNormDepNormalizing	maxNormDepNormalizing
TimbTan_0808.Cattle.idxstats.txt	heteromorphic	NA	191699993	46583950	0.609102022513255	1.15968861483143
TimbTan_0809.Cattle.idxstats.txt	heteromorphic	NA	261577344	62873502	0.604897863838964	1.14835287428236
TimbTan_0810.Cattle.idxstats.txt	heteromorphic	NA	238772404	57741646	0.606539485173943	1.14998132507748
TimbKen_0811.Cattle.idxstats.txt	heteromorphic	NA	243206153	58667076	0.595062078959293	1.17005775849927
TimbKen_0812.Cattle.idxstats.txt	heteromorphic	NA	232907365	56491389	0.578538756665222	1.20962056465289
TimbKen_0813.Cattle.idxstats.txt	heteromorphic	NA	309331378	74989389	0.580473923717463	1.12090602431449
TimbKen_0814.Cattle.idxstats.txt	heteromorphic	NA	236123527	56668376	0.577230072367736	1.17907782758388
TimbKen_0815.Cattle.idxstats.txt	heteromorphic	NA	264048078	64926663	0.608497275837673	1.12167167083789
TimbKen_0816.Cattle.idxstats.txt	homomorphic	NA	253491515	65956318	0.989154538592568	1.22909084645606
TimbKen_0817.Cattle.idxstats.txt	heteromorphic	NA	250835368	60384181	0.588220108844192	1.17184553258572
TimbEth_0860.Cattle.idxstats.txt	heteromorphic	NA	221766885	53595566	0.589916020534651	1.182449749604
TimbEth_0861.Cattle.idxstats.txt	heteromorphic	NA	216318480	52616883	0.591499714077421	1.17075546635276
TimbEth_0862.Cattle.idxstats.txt	heteromorphic	NA	222317278	53978485	0.592328169145271	1.17886418623841
TimbTan_0820.Cattle.idxstats.txt	heteromorphic	NA	214998247	51870219	0.583217930577417	1.16188870999065
TstrTan_0852.Cattle.idxstats.txt	heteromorphic	NA	251886492	61138192	0.596670131209117	1.16431544773762
TstrTan_0853.Cattle.idxstats.txt	heteromorphic	NA	250728149	60628762	0.598696541269785	1.18748277070446
TstrTan_0854.Cattle.idxstats.txt	heteromorphic	NA	220362280	53747426	0.610534485593048	1.13804160002076
